Karmn,Name,Comp,GJ,RA_J2016_deg,DE_J2016_deg,RA_J2000,DE_J2000,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,Ref04,R_Rsol,eR_Rsol,Ref05,M_Msol,eM_Msol,Ref06,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref07,pi_mas,epi_mas,Ref08,d_pc,ed_pc,Ref09,Vr_kms-1,eVr_kms-1,Ref10,ruwe,Ref11,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref12,sa_m/s/a,esa_m/s/a,Ref13,SKG,Ref14,SKG_lit,Ref14_lit,Pop,Ref15,vsini_flag,vsini_kms-1,evsini_kms-1,Ref16,P_d,eP_d,Ref17,pEWHalpha_A,epEWHalpha_A,Ref18,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref19,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref20,Activity,Ref21,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref22,u_mag,eu_mag,Ref23,BT_mag,eBT_mag,Ref24,B_mag,eB_mag,Ref25,BP_mag,eBP_mag,Ref26,g_mag,eg_mag,Ref27,VT_mag,eVT_mag,Ref28,V_mag,eV_mag,Ref29,Ra_mag,Ref30,r_mag,er_mag,Ref31,GG_mag,eGG_mag,Ref32,i_mag,ei_mag,Ref33,RP_mag,eRP_mag,Ref34,IN_mag,Ref35,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Ref36,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref37,Multiplicity,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref38,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref39,CloseCompanionSpT,RV,Planet,Ref40,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,Class,Survey,Notes,Gaia_id_1,2MASS_id,TIC_id,Teff_min_K,Teff_max_K,logg_min,logg_max,is_GTO,rv_file,lc_file,has_rv,has_lc,InstBand_nominal,InstBand_ranged
J20450+444,BD+44 3567,-,806,311.269784682195,44.5002726683959,20:45:04.10,+44:29:56.6,84.0702102061419,1.00771066073584,EDR3,M1.5 V,1.5,PMSU,3600.0,16.0,4.98,0.12,-0.28,0.07,Marf21,0.0259848,9.796e-05,Karmn,0.41439,0.00377,Karmn,0.4132,0.0111,Karmn,434.027771727487,0.017978271,271.022230271175,0.019759664,EDR3,82.8902722674978,0.01672858,EDR3,12.06414182,0.00243474,EDR3,-24.694,0.0023,Sou18,1.1267157,EDR3,-29.96312,0.00409,-21.53656,0.00233,-10.22495,0.00451,Karmn,0.072501947619049,0.0003503689778059,Wol17,HS,Karmn,,,YD,Karmn,<,2.0,,Rein18,19.9,0.6,DA19,0.067,0.01,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,12.37,0.154,TYC2,12.495,0.01,UCAC4,11.0059,0.0029,EDR3,11.61,0.01,UCAC4,10.974,0.061,TYC2,10.704,0.01,UCAC4,10.24,UCAC3,10.137,0.01,UCAC4,9.8287,0.0028,EDR3,9.127,0.01,UCAC4,8.7507,0.0038,EDR3,9.58,US-B1,7.329,0.018,6.769,0.023,6.533,0.016,AAA,2M,6.409,0.075,6.169,0.027,6.239,0.016,6.296,0.052,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+SOPHIE,No,,0.0,,CAFE,,(FastCam) [WD15],Alpha,GTO,,2070115588901082368,20450403+4429562,239332587,3584.0,3616.0,4.86,5.1000000000000005,True,../data/CARMENES_GTO_RVsJ20450+444.dat,,True,False,He3-burning,He3-burning
J20405+154,GJ 1256,-,1256,310.147188093923,15.5025901982037,20:40:33.86,+15:29:58.7,60.0896203673445,-15.7417698063342,EDR3,M4.5 V,4.5,AF15a,3263.0,36.0,5.02,0.12,-0.1,0.11,Marf21,0.0041142,1.953e-05,Karmn,0.20071,0.00445,Karmn,0.18775,0.00956,Karmn,1320.67868922133,0.025364675,662.146668730158,0.02449112,EDR3,104.919010801769,0.0299567,EDR3,9.53116115,0.00272136,EDR3,-59.7818208373199,0.0240117524652426,Lafa20,1.1224744,EDR3,-83.80435,0.01642,-28.17642,0.02063,-14.57643,0.01572,Karmn,0.4782542194045816,0.0047754607196737,Wol17,,,,,D,Karmn,<,2.0,,Rein18,106.0,6.0,DA19,-0.218,0.013,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.187,0.01,UCAC4,13.6851,0.0034,EDR3,14.203,0.01,UCAC4,,,,13.335,0.02,UCAC4,13.149,UCAC4,12.707,0.01,UCAC4,11.8374,0.0028,EDR3,10.961,0.04,UCAC4,10.543,0.0039,EDR3,10.17,US-B1,8.641,0.027,8.075,0.016,7.749,0.031,AAA,2M,7.499,0.033,7.362,0.02,7.238,0.016,7.076,0.083,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,CAFOS,HRS CAFE,,(FastCam) (Astralux),Alpha,GTO,,1810616448010879488,20403364+1529572,340807280,3227.0,3299.0,4.9,5.14,True,../data/CARMENES_GTO_RVsJ20405+154.dat,,True,False,none,none
J20336+617,GJ 1254,-,1254,308.423049735206,61.7578245024892,20:33:40.32,+61:45:13.6,96.9813859137028,12.707477116045,EDR3,M4.0 V,4.0,PMSU,3406.0,32.0,4.76,0.14,-0.1,0.12,Marf21,0.0174238,0.0001456,Karmn,0.3791,0.0073,Karmn,0.376,0.0126,Karmn,537.94108255853,0.025392542,911.120880286144,0.025425961,EDR3,62.5852664573436,0.019920642,EDR3,15.97820153,0.0050858,EDR3,-21.1838586042126,0.0240063795778869,Lafa20,1.0942879,EDR3,-76.68973,0.01948,-31.4579,0.02381,0.86137,0.01697,Karmn,0.4049025982179553,0.0174458861849473,Wol17,,,,,D,Karmn,<,2.0,,Rein18,12.6,0.7,DA19,0.062,0.012,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7858,0.0032,EDR3,13.114,0.003,PS1,,,,,,,12.222,UCAC4,11.89,0.001,PS1,11.2145,0.0028,EDR3,10.219,0.087,PS1,9.9903,0.0039,EDR3,9.57,US-B1,8.287,0.027,7.657,0.063,7.397,0.018,AAA,2M,7.181,0.034,7.107,0.02,7.015,0.016,6.911,0.063,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE,,FastCam,Alpha,GTO,,2195298973450457984,20334030+6145135,352702345,3374.0,3438.0,4.62,4.9,True,../data/CARMENES_GTO_RVsJ20336+617.dat,,True,False,He3-burning,He3-burning
J20109+708,TYC 4450-1440-1,-,,302.73750740089,70.86966075395,20:10:57.12,+70:52:09.8,103.8645734029,19.3677748123,EDR3,k5 V,-2.0,Karmn,4500.0,50.0,,,,,Karmn,0.18377,0.002921,Karmn,0.7053,0.0166,Karmn,0.7202,0.0226,Karmn,-36.83385434342128,0.016631873,55.11474839603156,0.018113049,EDR3,12.104278653515433,0.012314765,EDR3,82.6154146500561,0.0840520485289322,EDR3,15.0009365,0.6221506,EDR3,0.90731955,EDR3,-13.7115,0.14217,3.41868,0.56991,26.445,0.20701,Karmn,,,,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3003,0.1207,GALEX,,,,13.037,0.27,TYC2,12.543,0.334,APASS9,11.998396,0.003032,EDR3,12.178,0.0,APASS9,12.024,0.166,TYC2,11.768,0.008,APASS9,,,11.316,0.026,APASS9,11.364009,0.002767,EDR3,10.867,0.042,APASS9,10.602911,0.003827,EDR3,,,9.715,0.021,9.115,0.026,8.975,0.018,AAA,2M,8.917,0.022,8.985,0.02,8.92,0.021,8.969,0.194,AAAB,AllWISE,Single,,,,,,,,,,,,,?,TOI in prep,0.0,,,,,Alpha,TOI,TOI 2093,2251459209896210816,20105711+7052098,402898317,4450.0,4550.0,,,True,../data/CARMENES_GTO_RVsJ20109+708.dat,,True,False,none,none
J20093-012,2MASS J20091824-0113377,-,,302.325836546051,-1.2289714355165,20:09:18.25,-01:13:38.3,40.9532609637338,-17.8365819267998,EDR3,M5.0 V,5.0,AF15a,3301.0,90.0,4.96,0.17,-0.51,0.15,Marf21,0.0027244,1.433e-05,Karmn,0.15959,0.00871,Karmn,0.1444,0.0122,Karmn,-43.9988061653754,0.041915596,-374.022051505966,0.03160674,EDR3,92.6524915489984,0.044357225,EDR3,10.7930179,0.00516714,EDR3,-53.9699765847842,0.0239936751483264,Lafa20,1.494561,EDR3,-28.67842,0.01783,-48.63332,0.01656,9.81726,0.00869,Karmn,0.0352156648253468,0.0005840909477878,Wol17,,,,,D,Karmn,=,4.3,1.5,Rein18,,,,-5.146,0.027,Sche19,-3.8122,0.0023,Sche19,J200918.4-011324,0.0525,0.0126,-0.37,0.2,0.29,0.4,3.33,0.8,0.0037865961243526,1.8,1RXS*,RV-loud,Sad21,,,,,,,,,,,,16.265,0.06,UCAC4,14.6752,0.0051,EDR3,15.184,0.01,UCAC4,,,,14.45,0.01,UCAC4,14.127,UCAC4,13.808,0.01,UCAC4,12.6729,0.0029,EDR3,11.836,0.07,UCAC4,11.3463,0.0041,EDR3,11.23,US-B1,9.403,0.026,8.832,0.025,8.512,0.023,AAA,2M,8.311,0.023,8.108,0.02,7.932,0.02,7.762,0.164,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,CAFOS,,,,Alpha,GTO,,4223813264304668288,20091824-0113377,243800364,3211.0,3391.0,4.79,5.13,True,../data/CARMENES_GTO_RVsJ20093-012.dat,,True,False,He3-burning,He3-burning
J19573-125,HD 188807 B,B,773B,299.348776527697,-12.5662529618301,19:57:23.80,-12:33:50.2,28.8183649069241,-20.2286379621868,EDR3,M5.0 V,5.0,PMSU,3000.0,50.0,5.0,0.25,0.0,,Karmn,0.0034644,1.931e-05,Karmn,0.21788,0.00729,Karmn,0.2059,0.0114,Karmn,-89.6009124108573,0.042302273,-518.090014048756,0.027381402,EDR3,56.1738956968829,0.043293245,EDR3,17.80186308,0.0137199,EDR3,0.0,15.0,Haw96,1.9614018,EDR3,17.26104,12.33144,-39.47582,6.78515,-10.60349,5.18638,Karmn,0.1208868556439582,0.0036975963643285,Wol17,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6373,0.0039,EDR3,16.225,0.028,APASS9,,,,,,,15.428,UCAC3,14.718,0.041,APASS9,13.5302,0.0028,EDR3,12.785,0.004,PS1,12.1926,0.0039,EDR3,12.2,US-B1,10.212,0.023,9.652,0.027,9.318,0.021,AAA,2M,9.127,0.022,8.934,0.02,8.761,0.03,8.565,0.362,AAAC,AllWISE,Wide,LDS4824,62.84,0.29,AS11,HD 188807 A,K7.0 V,,,,,,,No,,0.0,,,,,Gamma,Legacy,,4188996885011268608,19572380-1233499,48769737,2950.0,3050.0,4.75,5.25,True,../data/CARMENES_GTO_RVsJ19573-125.dat,,True,False,none,none
J19422-207,2MASS J19421282-2045477,-,,295.553370876108,-20.7640123539909,19:42:12.82,-20:45:48.0,19.2640238569937,-20.1525432548477,EDR3,M5.1 V,5.1,Shk09,3241.0,54.0,4.81,0.15,-0.49,0.1,Marf21,0.004845,2.276e-05,Karmn,0.22077,0.00737,Karmn,0.2089,0.0115,Karmn,-10.2907382031361,0.029162288,-154.256436797997,0.026423218,EDR3,63.096116771427,0.028008629,EDR3,15.84883589,0.00703536,EDR3,-2.09386927884717,0.0315169875467031,Lafa20,1.3494706,EDR3,0.57686,0.02796,-11.4642,0.01101,-2.74522,0.0112,Karmn,0.0076858097320976,0.0002653495614963,Wol17,,Karmn,,,YD,Karmn,=,6.2,1.5,Rein18,,,,-5.8,0.05,Sche19,-3.76,0.004,Sche19,J194213.0-204547,0.103,0.021,-0.16,0.2,0.17,0.32,7.69,1.57,0.0104423846839717,4.22,1RXS,RV-loud,Sad21,,,,,,,,,,,,15.838,0.08,UCAC4,14.4965,0.0052,EDR3,14.947,0.023,APASS9,,,,14.274,0.01,UCAC4,13.877,UCAC4,13.606,0.03,UCAC4,12.7099,0.0029,EDR3,12.079,0.024,PS1,11.4326,0.004,EDR3,11.07,US-B1,9.598,0.024,9.026,0.022,8.756,0.023,AAA,2M,8.555,0.022,8.357,0.019,8.219,0.023,7.836,0.202,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,,,Beta,GTO,60-300Ma Shk09.,6868221463056407168,19421282-2045477,68795767,3187.0,3295.0,4.659999999999999,4.96,True,../data/CARMENES_GTO_RVsJ19422-207.dat,,True,False,none,none
J19346+045,BD+04 4157,-,763,293.668337696195,4.58389635555049,19:34:39.84,+04:34:57.0,42.0054605338451,-7.4653606623406,EDR3,M0.0 V,0.0,Kirk91,4093.0,24.0,4.92,0.07,-0.22,0.05,Marf21,0.07652,0.00034,Karmn,0.55012,0.00657,Karmn,0.5565,0.0139,Karmn,524.408809707521,0.015105563,311.082579623806,0.011779342,EDR3,69.2566444067609,0.015202464,EDR3,14.43904781,0.0031695,EDR3,-58.681,0.0081,Sou18,0.928173,EDR3,-69.21846,0.00724,-14.27571,0.00667,-13.79441,0.00737,Karmn,0.1229937476437342,0.0005148806635369,Wol17,,,,,D,Karmn,=,3.9,1.5,Rein18,12.9,0.8,DA19,0.104,0.017,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,10.919,0.048,TYC2,10.645,0.01,UCAC4,9.5524,0.0029,EDR3,9.913,0.082,PS1,9.505,0.022,TYC2,9.283,0.01,UCAC4,9.041,UCAC4,9.15,0.001,PS1,8.7136,0.0028,EDR3,8.878,0.001,PS1,7.8166,0.0038,EDR3,8.09,US-B1,6.714,0.019,6.142,0.026,5.918,0.017,AAA,2M,5.837,0.147,5.714,0.052,5.763,0.015,5.718,0.041,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS+SOPHIE,No,,0.0,CAFOS,CAFE,,,Alpha,GTO,,4291123545113039616,19343982+0434572,1900192621,4069.0,4117.0,4.85,4.99,True,../data/CARMENES_GTO_RVsJ19346+045.dat,,True,False,He3-burning,He3-burning
J19255+096,LSPM J1925+0938,-,,291.379171125044,9.63873317184073,19:25:30.91,+09:38:23.3,45.4017970436107,-3.07493712319141,EDR3,M8.0 V,8.0,New14,2500.0,50.0,5.0,0.25,0.0,,Karmn,0.0010766,1.215e-05,Karmn,0.1749,0.00707,Karmn,0.1605,0.0111,Karmn,80.1855488443909,0.18696278,-242.866449363982,0.19272578,EDR3,58.9119588230452,0.18974207,EDR3,16.97448226,0.05467096,EDR3,-1.28391,7.12644,CC21,2.745285,EDR3,8.63388,4.99659,-11.43738,5.06731,-14.82706,0.38406,Karmn,0.0233978509390136,0.0013042017977343,Wol17,,,,,YD,Karmn,=,34.7,3.5,Rein18,,,,-1.6,0.15,Sche19,-4.98,0.04,Sche19,,,,,,,,,,,,,RV-loud,Sad21,,,,,,,,,,,,,,,19.1753,0.0304,EDR3,19.73,0.04,PS1,,,,,,,,,18.105,0.009,PS1,15.6827,0.0038,EDR3,15.176,0.003,PS1,14.0944,0.0042,EDR3,14.35,US-B1,11.214,0.026,10.519,0.022,10.024,0.022,AAA,2M,9.727,0.024,9.494,0.021,9.327,0.034,8.918,0.43,AAAU,WISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,,,Beta,GTO,,4308488780772030336,19253089+0938235,133312726,2450.0,2550.0,4.75,5.25,True,../data/CARMENES_GTO_RVsJ19255+096.dat,,True,False,none,none
J19251+283,Ross 164,-,4109,291.286397565652,28.3555112246496,19:25:08.48,+28:21:13.8,61.8796531722845,5.84216564919407,EDR3,M3.0 V,3.0,PMSU,3472.0,29.0,4.9,0.08,-0.05,0.07,Marf21,0.016369,0.008669,Karmn,0.3536,0.0938,Karmn,0.3491,0.0995,Karmn,207.532677419893,0.019736432,377.75333792109,0.024345031,EDR3,59.616415572683,0.023243926,EDR3,16.77390347,0.00654,EDR3,-40.7728075934789,0.0250278675913845,Lafa20,1.1739082,EDR3,-49.31013,0.01531,-19.56542,0.02249,-4.7647,0.00841,Karmn,0.0679253862297512,0.0022196791433202,Wol17,HS,Karmn,,,D,Karmn,<,2.0,,Rein18,,,,-0.06,0.02,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7747,0.0032,EDR3,13.161,0.004,PS1,,,,,,,12.222,UCAC3,11.914,0.014,CMC15,11.2972,0.0028,EDR3,10.553,0.016,PS1,10.1094,0.0039,EDR3,9.8,US-B1,8.442,0.021,7.868,0.029,7.552,9.995,AAF,2M,7.407,0.028,7.317,0.02,7.221,0.018,7.07,0.099,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE FEROS,,(FastCam),Alpha,GTO,,2026037542160935552,19250845+2821132,110220637,3443.0,3501.0,4.82,4.98,True,../data/CARMENES_GTO_RVsJ19251+283.dat,,True,False,He3-burning,He3-burning
J19242+755,GJ 1238,-,1238,291.074525661077,75.5559227366351,19:24:16.31,+75:33:11.8,107.228887612163,24.1954348119387,EDR3,M5.5 V,5.5,PMSU,3044.0,51.0,5.06,0.07,-0.15,0.16,Karmn,0.0015846,7.197e-06,Karmn,0.14313,0.00481,Karmn,0.12699,0.00945,Karmn,369.422429708293,0.024695106,592.282436385251,0.029232133,EDR3,94.0673540361387,0.019581584,EDR3,10.63068065,0.00221294,EDR3,-8.4,5.1,West15,1.1356933,EDR3,-31.12049,1.37762,-13.2809,4.44329,-12.77366,2.09031,Karmn,0.1230915952384734,0.0071483150674723,Wol17,HS,Karmn,,,YD,Karmn,,,,,114.0,,Irw11,-0.278,,PMSU,,,,,,,,,,,,,,,,,,,,22.7639,0.4151,GALEX,,,,,,,,,,15.6733,0.0044,EDR3,15.985,0.074,APASS9,,,,,,,15.301,UCAC3,14.731,0.039,APASS9,13.3804,0.0029,EDR3,12.625,0.041,APASS9,12.011,0.0039,EDR3,11.28,US-B1,9.908,0.022,9.28,0.026,8.963,0.021,AAA,2M,8.715,0.022,8.525,0.019,8.342,0.018,8.203,0.148,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,TCP,,Gamma,Legacy,,2289304297045379456,19241634+7533121,420130591,2993.0,3095.0,4.989999999999999,5.13,True,../data/CARMENES_GTO_RVsJ19242+755.dat,,True,False,none,none
J19098+176,GJ 1232,-,1232,287.458980379073,17.6665600035614,19:09:50.87,+17:40:06.4,50.7315935170449,4.03570180894542,EDR3,M4.5 V,4.5,PMSU,3277.0,34.0,4.93,0.13,-0.14,0.16,Marf21,0.0041862,2.149e-05,Karmn,0.2007,0.0042,Karmn,0.18777,0.00943,Karmn,-640.56299741852,0.034519218,-424.098057147477,0.03860285,EDR3,97.2417973840026,0.044807963,EDR3,10.28364373,0.00473859,EDR3,-14.2615809430803,0.0240118483340096,Lafa20,0.88257813,EDR3,15.47107,0.01726,-32.68656,0.01988,17.2681,0.0137,Karmn,0.1405741998709315,0.0036141568617641,Wol17,,,,,D,Karmn,<,2.0,,Rein18,80.1,3.2,DA19,0.024,0.012,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.774,0.0032,EDR3,14.156,0.003,PS1,,,,,,,13.422,UCAC3,12.926,0.004,CMC15,11.9503,0.0028,EDR3,11.299,0.01,PS1,10.6555,0.0038,EDR3,10.21,US-B1,8.819,0.029,8.199,0.023,7.902,0.02,AAA,2M,7.279,0.019,7.112,0.017,6.752,0.016,4.451,0.025,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE FEROS,,FastCam (Astralux),Alpha,GTO,,4514347014282093312,19095098+1740074,395665737,3243.0,3311.0,4.8,5.06,True,../data/CARMENES_GTO_RVsJ19098+176.dat,,True,False,none,He3-burning
J19072+208,HD 349726,B,745B,286.802729640277,20.8755384014847,19:07:13.20,+20:52:37.3,53.3197649515538,6.0444163151972,EDR3,M2.0 V,2.0,PMSU,3558.0,19.0,5.06,0.1,-0.46,0.06,Marf21,0.0141552,8.314e-05,Karmn,0.31311,0.00347,Karmn,0.30636,0.00998,Karmn,-480.754141129177,0.015550523,-332.49823071542,0.016012186,EDR3,113.222809176682,0.0191646,EDR3,8.83214263,0.00149497,EDR3,32.362,0.0096,Sou18,1.0152338,EDR3,35.72597,0.00608,11.9831,0.00784,15.04375,0.00342,Karmn,0.0696533248062491,0.0002542596095863,Wol17,,,,,D,Karmn,<,2.0,,Rein18,3.8,0.01,DA19,-0.104,0.016,Sche19,,,,,,,,,,,,,,,,,,,,21.019,0.24,GALEX,,,,12.745,0.2,TYC2,,,,11.0053,0.0029,EDR3,12.003,0.129,PS1,10.952,0.056,TYC2,,,,10.266,UCAC4,10.519,0.036,PS1,9.8053,0.0028,EDR3,9.652,0.122,PS1,8.7185,0.0038,EDR3,9.09,US-B1,7.278,0.021,6.752,0.051,6.517,0.023,AAA,2M,6.405,0.08,6.148,0.031,6.154,0.016,6.063,0.047,AAAA,AllWISE,Wide,LDS1017,114.10,0.10,Dor11,J19070+208,,,,,,,CARMENES+SOPHIE,No,,0.0,,CAFE,TCP,(FastCam) [WD15],Alpha,GTO,,4519789081415296128,19071320+2052372,384673951,3539.0,3577.0,4.96,5.159999999999999,True,../data/CARMENES_GTO_RVsJ19072+208.dat,,True,False,He3-burning,He3-burning
J19070+208,Ross 730,A,745A,286.7709107523,20.8864875178788,19:07:05.56,+20:53:16.9,53.3161346073183,6.07589123324059,EDR3,M2.0 V,2.0,AF15a,3543.0,21.0,5.03,0.12,-0.46,0.07,Marf21,0.0145215,9.643e-05,Karmn,0.31983,0.00394,Karmn,0.3134,0.0102,Karmn,-478.266936589884,0.023181044,-349.087961301144,0.025486348,EDR3,113.252129800078,0.029636156,EDR3,8.82985602,0.00231062,EDR3,32.349,0.0288,Sou18,0.8074018,EDR3,36.19304,0.01744,11.66044,0.02312,14.65716,0.0059,Karmn,0.07104618603698,0.0002142589416859,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,-0.108,0.017,Sche19,,,,,,,,,,,,,,,,,,,,21.034,0.243,GALEX,,,,12.582,0.175,TYC2,,,,11.0123,0.0029,EDR3,11.451,0.011,PS1,10.993,0.057,TYC2,,,,10.281,UCAC4,10.184,0.0,CMC15,9.8149,0.0028,EDR3,9.157,0.023,PS1,8.729,0.0038,EDR3,9.27,US-B1,7.295,0.02,6.726,0.061,6.521,0.021,AAA,2M,6.431,0.044,6.127,0.022,6.173,0.015,6.031,0.038,AAAA,AllWISE,Wide,LDS1017,114.10,0.10,Dor11,J19072+208,,,,,,,CARMENES+SOPHIE,No,,0.0,CAFOS,CAFE,TCP,(FastCam) [WD15],Alpha,GTO,,4519789321942643072,19070556+2053168,384491142,3522.0,3564.0,4.91,5.15,True,../data/CARMENES_GTO_RVsJ19070+208.dat,,True,False,He3-burning,He3-burning
J19025+754,LSPM J1902+7525,-,,285.63663592007,75.41851051257,19:02:31.93,+75:25:07.0,106.75582120708518,25.49553245602537,EDR3,m2.5 V,2.5,Karmn,3700.0,50.0,,,,,Karmn,0.0347612,0.0001244,Karmn,0.45373,0.0123,Karmn,0.4547,0.0169,Karmn,203.46574200043705,0.017918143,-21.400684390900214,0.016827874,EDR3,23.857068308325488,0.013329766,EDR3,41.91629864475118,0.0234200801749671,EDR3,-20.393316,0.63648534,EDR3,1.1353968,EDR3,-2.42906,0.1658,-1.72476,0.55017,-45.38302,0.27472,Karmn,,,,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.364,0.01,UCAC4,13.111851,0.003183,EDR3,13.597,0.01,UCAC4,,,,12.676,0.01,UCAC4,,,12.099,0.01,UCAC4,12.086019,0.002779,EDR3,11.205,0.01,UCAC4,11.080335,0.003842,EDR3,,,9.797,0.02,9.186,0.015,8.988,0.015,AAA,2M,8.868,0.025,8.766,0.024,8.67,0.024,8.709,0.269,AAAB,AllWISE,Single,,,,,,,,,,,,,?,TOI in prep,0.0,,,,,Alpha,TOI,TOI 2095,2268372099615724288,19023192+7525070,235678745,3650.0,3750.0,,,True,../data/CARMENES_GTO_RVsJ19025+754.dat,,True,False,none,none
J18580+059,BD+05 3993,-,740,284.499690402201,5.90269748286011,18:58:00.14,+05:54:29.2,38.9321579220223,1.23504170542597,EDR3,M0.5 V,0.5,PMSU,3857.0,10.0,4.73,0.09,-0.15,0.05,Marf21,0.066209,0.0004712,Karmn,0.57625,0.00362,Karmn,0.584,0.013,Karmn,-196.327622431535,0.021341132,-1220.61097838102,0.020738307,EDR3,90.0211529899421,0.021416826,EDR3,11.10850024,0.00264281,EDR3,10.434,0.0013,Sou18,1.0645992,EDR3,47.36234,0.00878,-41.32886,0.01059,-19.89954,0.0074,Karmn,0.3893113123266826,0.0025026056528292,Wol17,,,,,D,Karmn,<,2.0,,Rein18,35.2,0.3,DA19,0.0,,Sche19,,,,,0.02944,0.009812,-0.08,0.32,,,2.32,0.77,0.0001416125383568,0.09,PSPC/ROSAT,,,,,,,,,,,11.031,0.057,TYC2,10.639,0.01,UCAC4,9.4503,0.0033,EDR3,10.042,0.405,PS1,9.412,0.022,TYC2,9.367,0.01,UCAC4,8.668,UCAC3,8.602,0.116,PS1,8.4605,0.0028,EDR3,8.101,0.01,UCAC4,7.472,0.0039,EDR3,8.41,US-B1,6.239,0.019,5.587,0.029,5.357,0.021,AAA,2M,5.298,0.1,5.104,0.06,5.23,0.016,5.158,0.038,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS+SOPHIE,No,,0.0,,FEROS,,(FastCam) [WD15],Alpha,GTO,,4282578724832056576,18580014+0554296,227642705,3847.0,3867.0,4.640000000000001,4.82,True,../data/CARMENES_GTO_RVsJ18580+059.dat,,True,False,He3-burning,He3-burning
J18498-238,V1216 Sgr,-,729,282.458789017522,-23.8370974487271,18:49:49.36,-23:50:10.4,11.3076251512392,-10.2874757526335,EDR3,M3.5 V,3.5,Ria06,3340.0,30.0,5.23,0.11,-0.43,0.1,Marf21,0.0040137,2.607e-05,Karmn,0.18921,0.00345,Karmn,0.17561,0.00902,Karmn,639.367850335873,0.03683873,-193.957925071161,0.031829588,EDR3,336.026601668371,0.031666122,EDR3,2.97595486,0.00028044,EDR3,-10.494,0.0083,Sou18,0.98801184,EDR3,-12.02656,0.00801,-1.00574,0.00171,-7.30198,0.00174,Karmn,0.0302005184393,0.0002639482881874,Wol17,Cas,Karmn,,,D,Karmn,=,3.0,1.5,Rein18,2.8501999378204346,,CC21,-2.221,0.018,Sche19,-4.001,0.004,Sche19,J184948.7-235003,0.942,0.0809,-0.43,0.07,-0.08,0.16,,,,,1RXS,RV-loud,Sad21,19.246,0.096,17.84,0.033,GALEX,,,,12.592,0.342,TYC2,12.194,0.01,UCAC4,10.7322,0.0042,EDR3,11.257,0.01,UCAC4,10.788,0.097,TYC2,10.433,0.01,UCAC4,,,9.828,0.01,UCAC4,9.1264,0.0029,EDR3,8.377,0.01,UCAC4,7.8981,0.004,EDR3,,,6.222,0.018,5.655,0.034,5.37,0.016,AAA,2M,5.19,0.17,4.865,0.075,4.921,0.015,4.754,0.031,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,?,,0.0,,,,,Gamma+,GTO,,4075141768785646848,18494929-2350101,224752354,3310.0,3370.0,5.12,5.340000000000001,True,../data/CARMENES_GTO_RVsJ18498-238.dat,,True,False,none,none
