Karmn,Name,Comp,GJ,RA_J2016_deg,DE_J2016_deg,RA_J2000,DE_J2000,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,Ref04,R_Rsol,eR_Rsol,Ref05,M_Msol,eM_Msol,Ref06,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref07,pi_mas,epi_mas,Ref08,d_pc,ed_pc,Ref09,Vr_kms-1,eVr_kms-1,Ref10,ruwe,Ref11,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref12,sa_m/s/a,esa_m/s/a,Ref13,SKG,Ref14,SKG_lit,Ref14_lit,Pop,Ref15,vsini_flag,vsini_kms-1,evsini_kms-1,Ref16,P_d,eP_d,Ref17,pEWHalpha_A,epEWHalpha_A,Ref18,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref19,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref20,Activity,Ref21,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref22,u_mag,eu_mag,Ref23,BT_mag,eBT_mag,Ref24,B_mag,eB_mag,Ref25,BP_mag,eBP_mag,Ref26,g_mag,eg_mag,Ref27,VT_mag,eVT_mag,Ref28,V_mag,eV_mag,Ref29,Ra_mag,Ref30,r_mag,er_mag,Ref31,GG_mag,eGG_mag,Ref32,i_mag,ei_mag,Ref33,RP_mag,eRP_mag,Ref34,IN_mag,Ref35,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Ref36,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref37,Multiplicity,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref38,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref39,CloseCompanionSpT,RV,Planet,Ref40,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,Class,Survey,Notes,Gaia_id_1,2MASS_id,TIC_id,Teff_min_K,Teff_max_K,logg_min,logg_max,is_GTO,rv_file,lc_file,has_rv,has_lc
J14249+088,LP 500-019,-,3846,216.235731847492,8.88833951889331,14:24:55.98,+08:53:15.5,357.781634435843,61.3518676025144,EDR3,M2.5 V,2.5,PMSU,3400.0,50.0,4.5,0.5,0.0,,Cif20,0.010868,0.0001797,Cif20,0.30045,0.00918,Karmn,0.293,0.0133,Karmn,547.784179859791,0.045849904,160.722028295288,0.038936038,EDR3,76.7825594078394,0.04487608,EDR3,13.02379092,0.00761184,EDR3,-5.0,5.0,New14,1.6540773,EDR3,14.73203,2.39528,29.63596,0.094,-13.11119,4.38796,Karmn,0.0977880468029675,0.0007207107105579481,Wol17,,,,,D,Karmn,,,,,,,,0.39,0.11,Gai14,,,,,,,,,,,,,,,,,,,,,,,15.932,0.008,SDSS9,,,,13.87,0.02,UCAC4,12.4819,0.0042,EDR3,12.995,0.03,UCAC4,,,,12.254,0.03,UCAC4,11.463,UCAC3,11.642,0.02,UCAC4,11.1027,0.0029,EDR3,10.347,0.04,UCAC4,9.946,0.004,EDR3,,,8.42,0.034,7.802,0.038,7.59,0.027,AAA,2M,7.379,0.031,7.272,0.02,7.184,0.016,7.093,0.076,AAAA,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,FastCam [WD15],Gamma,,,1175938925836488448,14245599+0853155,421809379,3350.0,3450.0,4.0,5.0,False,,,False,False
J14231-222,LP 857-029,-,3845,215.78121195066,-22.2879588285373,14:23:07.81,-22:17:09.1,329.326639775958,35.8407412781757,EDR3,M4.0 V,4.0,PMSU,3100.0,50.0,5.5,0.5,0.0,,Cif20,0.0055179,9.249e-05,Cif20,0.25752,0.00858,Karmn,0.2477,0.0126,Karmn,-277.06864810356,0.024614904,-470.449722431592,0.019695979,EDR3,41.004108305309,0.022132779,EDR3,24.38780018,0.0131638,EDR3,-37.7,15.0,Haw96,1.3639826,EDR3,-35.05719,10.45854,-39.91376,6.20267,-50.8264,8.78333,Karmn,0.1850689852438048,0.0075402865778361,Wol17,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.627,0.02,UCAC4,15.2137,0.0045,EDR3,15.752,0.02,UCAC4,,,,14.996,0.01,UCAC4,14.926,UCAC3,14.387,0.06,UCAC4,13.4831,0.0029,EDR3,12.668,0.06,UCAC4,12.2249,0.0041,EDR3,12.29,US-B1,10.402,0.024,9.787,0.026,9.504,0.024,AAA,2M,9.326,0.022,9.169,0.02,9.001,0.027,8.94,0.437,AAAC,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,6276491659631783424,14230784-2217083,422529332,3050.0,3150.0,5.0,6.0,False,,,False,False
J14227+164,NLTT 37131,-,,215.679974837501,16.413111047287,14:22:43.41,+16:24:46.4,10.7502070030916,66.310792136743,EDR3,M5.0 V,5.0,AF15a,3100.0,50.0,5.0,0.5,0.0,,Cif20,0.010621,0.000208,Cif20,0.357,0.012,Karmn,0.353,0.016,Karmn,-189.89253398031,0.02388423,47.7793039157913,0.01816667,EDR3,30.2143276883245,0.022804607,EDR3,33.09688074,0.02498025,EDR3,-21.0,4.0,New14,1.3713318,EDR3,-33.12602,1.57903,-15.25331,0.3002,-7.4047,3.66294,Karmn,0.0214544057852703,0.0022916662299187,Wol17,HS,Karmn,,,YD,Karmn,=,8.0,0.5,Kes18,0.8892,,West15,-6.4,0.6,AF15a,,,,,,,,,,,,,,,,,,20.729,0.322,20.165,0.156,GALEX,18.495,0.016,SDSS9,,,,16.761,0.01,UCAC4,15.2816,0.0038,EDR3,15.77,0.02,UCAC4,,,,15.046,0.01,UCAC4,15.098,UCAC3,14.395,0.01,UCAC4,13.457,0.0028,EDR3,12.63,0.07,UCAC4,12.172,0.0039,EDR3,11.26,US-B1,10.303,0.024,9.743,0.031,9.452,0.019,AAA,2M,9.272,0.023,9.074,0.02,8.912,0.025,8.697,0.294,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,CAFOS,,,,Gamma,,,1232349301180166016,14224340+1624464,450349862,3050.0,3150.0,4.5,5.5,False,,,False,False
J14219+376,LP 270-068,-,,215.481711681816,37.6626514858064,14:21:55.12,+37:39:50.3,67.6004106514251,68.2700525544194,EDR3,M1.5 V,1.5,Lep13,3700.0,50.0,4.5,0.5,0.0,,Cif20,0.0372175,0.0003993,Cif20,0.4695,0.0129,Karmn,0.4714,0.0176,Karmn,365.162309352043,0.014552294,-294.985676705738,0.02034835,EDR3,32.987933863932,0.019847123,EDR3,30.31411437,0.01823842,EDR3,6.35396045918409,0.266019144429039,EDR3,1.3605703,EDR3,67.07245,0.04703,7.43173,0.09496,-6.08239,0.24738,Karmn,0.1628817617335245,0.0030264197396106,Wol17,,,,,D,Karmn,,,,,,,,-0.43,,Lep13,,,,,,,,,,,,,,,,,,,,,,,16.002,0.007,SDSS9,,,,13.799,0.01,UCAC4,12.5026,0.003,EDR3,13.023,0.01,UCAC4,,,,12.286,0.01,UCAC4,11.973,UCAC3,11.693,0.01,UCAC4,11.3806,0.0028,EDR3,10.682,0.01,UCAC4,10.3264,0.0038,EDR3,10.0,US-B1,8.982,0.021,8.362,0.021,8.137,0.018,AAA,2M,7.998,0.023,7.924,0.019,7.845,0.018,7.864,0.148,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,1484535762028915712,14215507+3739508,27418804,3650.0,3750.0,4.0,5.0,False,,,False,False
J14215-079,2MASS J14213406-0755165,-,,215.391496712702,-7.92167330735887,14:21:34.06,-07:55:16.6,338.042908371436,48.7086268725676,EDR3,M4.0 V,4.0,AF15a,3200.0,50.0,5.5,0.5,0.0,,Cif20,0.0129642,0.0002713,Cif20,0.3704,0.0122,Karmn,0.3669,0.0162,Karmn,-96.8953793377345,0.04126881,-87.403818873014,0.03093858,EDR3,42.1149602970644,0.034742624,EDR3,23.74453147,0.01958799,EDR3,-5.23,7.18,Rie17,1.6362604,EDR3,-6.65198,4.39435,-12.8678,1.77155,-5.76777,5.3948,Karmn,0.0067581125299237,0.00033509947360860264,Wol17,LA/Cas,Karmn,,,YD,Karmn,,,,,,,,0.0,0.3,AF15a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.19,0.08,UCAC4,13.8535,0.0033,EDR3,14.29,0.03,UCAC4,,,,13.605,0.01,UCAC4,13.762,UCAC3,13.023,0.06,UCAC4,12.3253,0.0028,EDR3,11.529,0.08,UCAC4,11.1209,0.0039,EDR3,10.68,US-B1,9.456,0.027,8.93,0.057,8.63,0.02,AAA,2M,8.509,0.022,8.331,0.02,8.23,0.021,7.935,0.18,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,CAFOS,,,,Gamma,,,3639512375613095424,14213406-0755165,6122667,3150.0,3250.0,5.0,6.0,False,,,False,False
J14212-011,LP 620-003,-,3843,215.313771125687,-1.12495362998971,14:21:15.12,-01:07:19.8,343.963536580034,54.4297010805487,EDR3,M3.5 V,3.5,PMSU,3200.0,50.0,5.5,0.5,0.0,,Cif20,0.0067071,0.0001163,Cif20,0.26645,0.00864,Karmn,0.2571,0.0127,Karmn,168.85804876309,0.036168106,-626.454938703653,0.02866329,EDR3,74.7767567540096,0.033560157,EDR3,13.37313951,0.00600193,EDR3,-11.3,15.0,Haw96,1.5236543,EDR3,19.75684,8.3855,-20.78778,2.41004,-31.57572,12.20145,Karmn,0.1274732189524796,0.0037957065947081,Wol17,,,,,D,Karmn,,,,,,,,0.23,0.14,Gai14,,,,,,,,,,,,,,,,,,,,,,,16.547,0.008,SDSS9,,,,14.834,0.03,UCAC4,13.3651,0.0046,EDR3,13.926,0.03,UCAC4,,,,13.171,0.02,UCAC4,13.033,UCAC3,12.528,0.01,UCAC4,11.8196,0.0029,EDR3,11.008,0.08,UCAC4,10.6085,0.0044,EDR3,10.37,US-B1,8.948,0.03,8.391,0.031,8.093,0.026,AAA,2M,7.911,0.023,7.745,0.021,7.644,0.018,7.581,0.11,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,FastCam,Gamma,,,3652796572020424448,14211512-0107199,287849681,3150.0,3250.0,5.0,6.0,False,,,False,False
J14210+275,G 166-021,AB,3844,215.263034790287,27.592909962015,14:21:03.47,+27:35:32.9,39.4531523780673,70.1244463337732,EDR3,M2.5 V+,2.5,PMSU,,,,,,,,,,,,,,,,,-284.357335393364,0.046915937,100.713800894208,0.04968956,EDR3,30.7807674221517,0.054554753,EDR3,32.48781898,0.05758027,EDR3,-8.51729132234193,0.464198920758783,EDR3,3.0427547,EDR3,,,,,,,,0.0497390464467752,0.0012919069507918,Wol17,,,,,,,,,,,,,,0.19,0.08,Gai14,,,,,,,,,,,,,,,,,,,,21.918,0.488,GALEX,15.898,0.006,SDSS9,,,,14.178,0.01,UCAC4,12.8264,0.003,EDR3,13.336,0.01,UCAC4,,,,12.654,0.01,UCAC4,12.265,UCAC3,12.082,0.02,UCAC4,11.7647,0.0029,EDR3,10.852,0.01,UCAC4,10.423,0.0039,EDR3,10.16,US-B1,8.928,0.018,8.325,0.018,8.088,0.024,AAA,2M,7.916,0.025,7.832,0.02,7.708,0.018,7.79,0.12,AAAB,AllWISE,Resolved Physical,,,,,,,,683,9,CC16,,,No,,0.0,,,,FastCam,Delta,,,1259754903380357504,14210349+2735327,156640148,,,,,False,,,False,False
J14201-096,Ross 848,-,545,215.027965596985,-9.62411432525252,14:20:07.37,-09:37:13.4,336.288763588474,47.4227336636624,EDR3,M3.5 V,3.5,PMSU,3300.0,50.0,4.5,0.5,0.0,,Cif20,0.0084689,0.0002016,Cif20,0.28154,0.00917,Karmn,0.273,0.0132,Karmn,-608.765057145807,0.039551117,-838.845375550958,0.033096973,EDR3,72.3244328162374,0.041002966,EDR3,13.82658614,0.00783872,EDR3,42.5,15.0,Haw96,1.4952611,EDR3,20.25516,9.29217,-76.53204,4.08003,12.4065,11.04584,Karmn,0.274356197355985,0.0451914974367631,Wol17,,,,,TD-D,Karmn,<,4.0,,Rein12,,,,0.229,,PMSU,,,,,,,,,,,,,,,,,,,,,,,16.101,0.006,SDSS9,,,,,,,13.1073,0.0034,EDR3,13.455,0.001,PS1,,,,,,,12.599,UCAC3,12.401,0.104,PS1,11.5865,0.0028,EDR3,10.705,0.0,PS1,10.3835,0.0039,EDR3,10.03,US-B1,8.74,0.035,8.191,0.049,7.976,0.031,AAA,2M,7.78,0.024,7.598,0.02,7.503,0.017,7.271,0.103,AAAA,AllWISE,Single,,,,,,,,,,,,HARPS,No,,0.0,,,,(FastCam),Beta,,,6329012134635132544,14200739-0937127,6112560,3250.0,3350.0,4.0,5.0,False,,,False,False
J14200+390,IZ Boo,-,3842,215.019400283814,39.0507016195092,14:20:04.68,+39:03:01.4,71.4010019800954,68.0293661063393,EDR3,M2.5 V,2.5,PMSU,3400.0,50.0,5.5,0.5,0.0,,Cif20,0.068626,0.001079,Cif20,0.755,0.023,Karmn,0.7726,0.0285,Karmn,-20.0084600343949,0.0193288,68.6795896865364,0.021748748,EDR3,27.7760540944194,0.023358306,EDR3,36.00223403,0.03027612,EDR3,-23.1883094309666,7.4030848771731,EDR3,1.3775738,EDR3,-13.53958,0.88346,-2.53185,2.62506,-22.29392,6.86544,Karmn,0.0023600516043236,0.00022504064119800325,Wol17,,,,,YD,Karmn,=,109.0,,Moc02,0.3693000078201294,,CC21,-5.64,,PMSU,,,,J142004.8+390309,0.159,0.0182,-0.13,0.1,0.14,0.15,12.12,1.39,0.0063971925889374,1.4,1RXS,Flare?,Ger99,,,,,,16.432,0.011,SDSS9,,,,13.91,0.03,UCAC4,12.5478,0.0052,EDR3,13.113,0.02,UCAC4,,,,12.365,0.01,UCAC4,11.833,UCAC3,11.767,0.04,UCAC4,11.2761,0.003,EDR3,10.545,0.03,UCAC4,10.1479,0.0044,EDR3,9.89,US-B1,8.572,0.026,7.946,0.017,7.714,0.017,AAA,2M,7.618,0.029,7.518,0.02,7.424,0.016,7.354,0.086,AAAA,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,FastCam [Dae07],Gamma,,,1484942233437321728,14200468+3903014,27415380,3350.0,3450.0,5.0,6.0,False,,,False,False
J14194+029,NLTT 36959,-,,214.872393797975,2.90946696689974,14:19:29.58,+02:54:36.5,347.726716963363,57.9071954099572,EDR3,M5.0 V,5.0,AF15a,3000.0,50.0,4.5,0.5,0.0,,Cif20,0.005868,0.000121,Cif20,0.28356,0.00989,Karmn,0.2752,0.0138,Karmn,-195.373454187919,0.037056852,-149.846194506486,0.037797052,EDR3,47.7959275510987,0.030608363,EDR3,20.92228462,0.01339857,EDR3,0.0,6.0,New14,1.697145,EDR3,-5.68533,3.11494,-23.74738,0.67762,0.31868,5.08313,Karmn,0.0402494121244748,0.0062143106176801,Wol17,LA,Karmn,,,YD,Karmn,,,,,0.5905,,West15,-7.4,0.7,AF15a,,,,J141930.4+025430,0.0269,0.0118,-0.32,0.35,1.0,1.55,1.78,0.78,0.0033556012740603,2.84,1RXS,,,22.459,0.383,21.094,0.144,GALEX,18.086,0.015,SDSS9,,,,16.52,0.13,UCAC4,15.1905,0.004,EDR3,15.713,0.03,UCAC4,,,,15.018,0.07,UCAC4,14.807,UCAC3,14.336,0.04,UCAC4,13.2344,0.0029,EDR3,12.361,0.14,UCAC4,11.9245,0.0045,EDR3,11.27,US-B1,9.954,0.024,9.362,0.021,9.072,0.021,AAA,2M,8.891,0.023,8.688,0.021,8.509,0.023,8.415,0.238,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,CAFOS,,CAMELOT,[LuckyCam],Gamma,,,3666992950762141312,14192958+0254365,446426231,2950.0,3050.0,4.0,5.0,False,,,False,False
J14191-073,Wolf 534,-,543,214.79088149242,-7.30667887896665,14:19:11.01,-07:18:11.9,337.746420413578,49.5422803663091,EDR3,M3.0 V,3.0,PMSU,3400.0,50.0,5.0,0.5,0.0,,Cif20,0.0060606,0.0001247,Cif20,0.22436,0.00699,Karmn,0.2127,0.0113,Karmn,-1118.02625585424,0.02879743,-758.578895701116,0.025333563,EDR3,57.0438533588503,0.026243335,EDR3,17.53037253,0.00806494,EDR3,75.6,15.0,Haw96,1.5673999,EDR3,7.57129,9.00892,-124.19714,3.68475,53.28645,11.41336,Karmn,0.8044562827383244,0.0682687084996975,Wol17,,,,,TD,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6853,0.003,EDR3,14.064,0.001,PS1,,,,,,,13.291,UCAC3,13.313,0.391,PS1,12.32,0.0028,EDR3,11.58,0.028,PS1,11.17,0.0039,EDR3,11.1,US-B1,9.665,0.026,9.233,0.024,8.917,0.019,AAA,2M,8.76,0.022,8.56,0.02,8.432,0.022,8.126,0.201,AAAB,AllWISE,Single,,,,,,,,,,,,HARPS,No,,0.0,,,,,Gamma,,,3639794778302745088,14191106-0718113,6095802,3350.0,3450.0,4.5,5.5,False,,,False,False
J14189+386,LP 220-078,-,,214.74203266344,38.6395961633625,14:18:59.04,+38:38:26.3,70.6594669967909,68.4034701398555,EDR3,M1.0 V,1.0,Lep13,3800.0,50.0,4.5,0.5,0.0,,Cif20,0.065471,0.001163,Cif20,0.5904,0.0164,Karmn,0.5989,0.0214,Karmn,-698.804182740152,0.03519896,-236.565755786943,0.045529637,EDR3,31.5575692297367,0.047482863,EDR3,31.68811871,0.04767929,EDR3,0.825800899698255,0.263661437073829,EDR3,3.597578,EDR3,-46.47736,0.11956,-91.75998,0.14207,41.26223,0.25084,Karmn,0.4100760258515661,0.0055840055671365,Wol17,,,,,TD,Karmn,,,,,,,,-0.53,,Lep13,,,,,,,,,,,,,,,,,,,,,,,,,,12.881,0.19,TYC2,12.963,0.01,UCAC4,11.7519,0.0029,EDR3,12.248,0.01,UCAC4,11.842,0.122,TYC2,11.512,0.01,UCAC4,11.099,UCAC3,10.972,0.01,UCAC4,10.7754,0.0028,EDR3,10.123,0.01,UCAC4,9.7734,0.0038,EDR3,10.77,US-B1,8.5,0.019,7.868,0.018,7.711,0.021,AAA,2M,7.539,0.029,7.534,0.02,7.464,0.016,7.33,0.085,AAAA,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,1484835722545108096,14185915+3838267,27402877,3750.0,3850.0,4.0,5.0,False,,,False,False
J14179-005,G 64-63,-,3840,214.494809388909,-0.526066215958136,14:17:59.05,-00:31:29.4,343.409547398715,55.3929360544459,EDR3,M2.5 V,2.5,PMSU,3400.0,50.0,5.5,0.5,0.0,,Cif20,0.0161291,0.0003398,Cif20,0.366,0.0114,Karmn,0.3622,0.0156,Karmn,-279.191389783453,0.030552767,-275.137099485552,0.026722226,EDR3,46.7812257240986,0.027437842,EDR3,21.3760966,0.01253738,EDR3,23.5,15.0,Haw96,1.4152031,EDR3,6.65589,8.16461,-42.88471,2.43208,15.70227,12.34604,Karmn,0.088505750233842,0.0023849157872605,Wol17,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.641,0.429,GALEX,16.334,0.006,SDSS9,,,,14.317,0.02,UCAC4,12.9599,0.0031,EDR3,13.476,0.03,UCAC4,,,,12.73,0.02,UCAC4,12.447,UCAC3,12.122,0.04,UCAC4,11.6696,0.0028,EDR3,10.866,0.11,UCAC4,10.5494,0.0038,EDR3,10.36,US-B1,9.04,0.019,8.498,0.046,8.281,0.02,AAA,2M,8.098,0.022,7.959,0.02,7.854,0.018,7.602,0.14,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,3653827329811719680,14175905-0031295,451373789,3350.0,3450.0,5.0,6.0,False,,,False,False
J14177+214,LP 381-094,-,,214.449011972338,21.4330077623786,14:17:47.84,+21:26:01.6,21.4680622779932,69.5444266341406,EDR3,M1.0 V,1.0,Lep13,3800.0,50.0,4.5,0.5,0.0,,Cif20,0.10298,0.002278,Cif20,0.7404,0.0211,Karmn,0.7572,0.0267,Karmn,-67.4576337875173,0.082487,-172.534977411942,0.07955023,EDR3,23.9030294383276,0.11827248,EDR3,41.83570131,0.20700356,EDR3,,,,7.859017,EDR3,12.1,,-31.8,,,,Lep13,0.0310249969180323,0.0007567312533596992,Wol17,,,,,,,,,,,,,,-0.36,,Lep13,,,,,,,,,,,,,,,,,,,,,,,15.555,0.007,SDSS9,,,,13.104,0.01,UCAC4,11.8251,0.0032,EDR3,12.39,0.01,UCAC4,,,,11.622,0.01,UCAC4,11.2,UCAC3,11.042,0.02,UCAC4,10.8113,0.0028,EDR3,10.201,0.01,UCAC4,9.8105,0.0039,EDR3,13.15,US-B1,8.534,0.019,7.942,0.02,7.685,0.017,AAA,2M,7.567,0.031,7.55,0.02,7.461,0.017,7.249,0.087,AAAA,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,1252845537951676800,14174784+2126018,135220483,3750.0,3850.0,4.0,5.0,False,,,False,False
J14175+025,RX J1417.5+0233,-,,214.375749409646,2.5618019762869,14:17:30.21,+02:33:43.5,346.587947103464,57.9431106303418,EDR3,M3.0 V,3.0,AF15a,3400.0,50.0,5.0,0.5,0.0,,Cif20,0.02647,0.0006597,Cif20,0.469,0.015,Karmn,0.4707,0.0193,Karmn,-25.9262268870533,0.050989132,-65.5015051297199,0.040767815,EDR3,33.2130179139393,0.042056672,EDR3,30.10867614,0.03812573,EDR3,-28.2914476054322,8.03609444049121,EDR3,2.251509,EDR3,-12.41553,4.14892,-5.9501,0.98936,-26.68246,6.81078,Karmn,0.0029320059288858,0.00020281214415870865,Wol17,,,,,YD,Karmn,,,,,,,,-2.5,0.5,AF15a,,,,J141731.4+023359,0.0578,0.0146,-0.32,0.21,0.0,0.4,3.82,0.97,0.0038543239410656,1.9,1RXS,,,,,,,,16.446,0.008,SDSS9,,,,14.65,0.02,UCAC4,13.2817,0.0041,EDR3,13.834,0.01,UCAC4,,,,13.054,0.04,UCAC4,12.738,UCAC3,12.427,0.04,UCAC4,11.921,0.0028,EDR3,11.101,0.13,UCAC4,10.7717,0.0041,EDR3,10.3,US-B1,9.274,0.024,8.663,0.044,8.399,0.024,AAA,2M,8.266,0.022,8.109,0.019,8.003,0.019,7.948,0.159,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,CAFOS,,,,Gamma,,,3666886156399692672,14173020+0233435,446420914,3350.0,3450.0,4.5,5.5,False,,,False,False
J14174+454,BD+46 1951,A,541.2,214.351868288242,45.4443949166195,14:17:24.38,+45:26:40.1,85.5562814985307,64.9473333136549,EDR3,M0.0 V,0.0,Lep13,3900.0,50.0,5.0,0.5,0.0,,Cif20,0.0700183,0.0008114,Cif20,0.5796,0.0152,Karmn,0.5876,0.0203,Karmn,43.8385654481685,0.011977943,-18.2741211288847,0.014187843,EDR3,51.4578161562322,0.013123105,EDR3,19.43339369,0.00495603,EDR3,3.37,0.17,Jeff18,1.0249636,EDR3,4.11476,0.00576,2.96135,0.07178,2.19092,0.15401,Karmn,0.0010070691607273,7.353150537521931e-06,Wol17,,,,,D,Karmn,<,3.0,,Jeff18,,,,0.46,0.09,Sche15,,,,,,,,,,,,,,,,,,,,,,,15.154,0.007,SDSS9,12.561,0.178,TYC2,11.638,0.01,UCAC4,10.4492,0.0029,EDR3,10.951,0.01,UCAC4,10.411,0.036,TYC2,10.251,0.01,UCAC4,9.98,UCAC3,9.681,0.01,UCAC4,9.5359,0.0028,EDR3,9.058,0.01,UCAC4,8.593,0.0038,EDR3,8.52,US-B1,7.389,0.02,6.781,0.021,6.601,0.016,AAA,2M,6.482,0.079,6.393,0.024,6.428,0.015,6.386,0.05,AAAA,AllWISE,Wide,VVO12,59.20,,,J14173+454,,,,,,,,No,,0.0,,CAFE,,,Gamma,,,1505214930047542784,14172437+4526401,168747453,3850.0,3950.0,4.5,5.5,False,,,False,False
J14173+454,RX J1417.3+4525,B,,214.342372205847,45.4293602137716,14:17:22.10,+45:25:46.0,85.5389733595807,64.9620559353088,EDR3,M5.0 V,5.0,Gig10,3222.0,24.0,5.19,0.07,-0.51,0.07,Marf21,0.0076639,5.759e-05,Karmn,0.28095,0.00432,Karmn,0.2724,0.0101,Karmn,43.8128803260905,0.113742985,-19.3473695296913,0.1275882,EDR3,52.6558204060547,0.11965087,EDR3,18.99125286,0.0431542,EDR3,3.1082632814224,0.0618492777491657,Lafa20,6.583102,EDR3,4.08386,0.01302,2.75173,0.0286,2.00081,0.05631,Karmn,0.00094166916728849,0.00012800950599828,Wol17,,,,,D,Karmn,=,15.9,1.6,Rein18,0.365745,3.3212025e-06,Rev20,-3.89,0.05,Sche19,-3.934,0.006,Sche19,J141722.1+452544,0.0896,0.0126,-0.28,0.11,-0.12,0.19,6.12,0.86,0.0073638518844607,1.97,1RXS,RV-loud,Sad21,,,,,,17.173,0.009,SDSS9,,,,15.727,0.04,UCAC4,14.3815,0.0033,EDR3,14.919,0.01,UCAC4,,,,14.208,0.01,UCAC4,11.679,UCAC3,13.58,0.01,UCAC4,12.6017,0.0028,EDR3,12.027,0.01,UCAC4,11.3207,0.0038,EDR3,10.72,US-B1,9.467,0.019,8.922,0.016,8.672,0.018,AAA,2M,8.459,0.021,8.269,0.02,8.124,0.02,7.902,0.168,AAAB,AllWISE,Wide,VVO12,59.20,,,J14174+454,,,,,,,CARMENES,No,,0.0,,CAFEbis,,FastCam,Alpha,GTO,,1505209054532280960,14172209+4525461,168747450,3198.0,3246.0,5.12,5.260000000000001,True,../data/CARM_VIS_RVs/J14173+454.dat,<ambiguous>,True,True
J14171+088,2MASS J14170731+0851363,AB,,214.279905427707,8.86029583107969,14:17:07.33,+08:51:36.8,354.891212165311,62.7302453318205,EDR3,M4.5 V+,4.5,AF15a,,,,,,,,,,,,,,,,,-139.4,4.8,17.9,4.8,PPMXL,54.3,6.3,FZ16,18.4,2.1,FZ16,,,,,,,,,,,,,0.0055201347354625,0.00033115900300690904,Wol17,,,,,,,,,,,,,,-0.2,0.1,Sche15,,,,,,,,,,,,,,,,,,,,,,,17.182,0.012,SDSS9,,,,15.678,0.06,UCAC4,14.1356,0.0033,EDR3,14.647,0.02,UCAC4,,,,13.909,0.08,UCAC4,13.756,UCAC3,13.256,0.03,UCAC4,12.5726,0.0126,EDR3,11.536,0.17,UCAC4,10.9846,0.0039,EDR3,10.47,US-B1,9.109,0.022,8.501,0.042,8.198,0.023,AAA,2M,7.974,0.023,7.81,0.02,7.66,0.018,7.513,0.126,AAAB,AllWISE,SB2,,,,,,,,,,Jeff18,,,No,,0.0,CAFOS,HRS,,FastCam (Astralux),Delta,,,3674840646286101888,14170731+0851363,1002734560,,,,,False,,,False,False
