Karmn,Name,Comp,GJ,RA_J2016_deg,DE_J2016_deg,RA_J2000,DE_J2000,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,Ref04,R_Rsol,eR_Rsol,Ref05,M_Msol,eM_Msol,Ref06,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref07,pi_mas,epi_mas,Ref08,d_pc,ed_pc,Ref09,Vr_kms-1,eVr_kms-1,Ref10,ruwe,Ref11,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref12,sa_m/s/a,esa_m/s/a,Ref13,SKG,Ref14,SKG_lit,Ref14_lit,Pop,Ref15,vsini_flag,vsini_kms-1,evsini_kms-1,Ref16,P_d,eP_d,Ref17,pEWHalpha_A,epEWHalpha_A,Ref18,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref19,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref20,Activity,Ref21,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref22,u_mag,eu_mag,Ref23,BT_mag,eBT_mag,Ref24,B_mag,eB_mag,Ref25,BP_mag,eBP_mag,Ref26,g_mag,eg_mag,Ref27,VT_mag,eVT_mag,Ref28,V_mag,eV_mag,Ref29,Ra_mag,Ref30,r_mag,er_mag,Ref31,GG_mag,eGG_mag,Ref32,i_mag,ei_mag,Ref33,RP_mag,eRP_mag,Ref34,IN_mag,Ref35,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Ref36,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref37,Multiplicity,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref38,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref39,CloseCompanionSpT,RV,Planet,Ref40,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,Class,Survey,Notes,Gaia_id_1,2MASS_id,TIC_id,Teff_min_K,Teff_max_K,logg_min,logg_max,is_GTO,rv_file,lc_file,has_rv,has_lc
J14312+754,2MASS J14311348+7526423,-,,217.802441242646,75.4449195801221,14:31:13.43,+75:26:42.2,114.967587989736,40.1020934116793,EDR3,M4.0 V,4.0,AF15a,3200.0,50.0,4.5,0.5,0.0,,Cif20,0.0034588,0.0001014,Cif20,0.1913,0.0066,Karmn,0.1779,0.0108,Karmn,-198.584584116876,0.025080223,-32.8139148896142,0.026313031,EDR3,69.035076472839,0.021332094,EDR3,14.48538991,0.00447604,EDR3,5.9,5.1,West15,1.3174919,EDR3,-9.3203,1.64658,-5.51129,3.53648,10.42085,3.28514,Karmn,0.0136373859660088,0.0007014944539652926,Wol17,,,,,YD,Karmn,=,14.3,0.4,Kes18,0.6312999725341797,,CC21,-4.7,0.6,AF15a,,,,J143118.3+752655,0.0297,0.00751,-0.61,0.16,-0.1,0.43,1.51,0.38,0.0024505125875525,1.21,1RXS*,,,21.935,0.467,21.001,0.158,GALEX,,,,,,,15.95,0.11,UCAC4,14.4411,0.0032,EDR3,15.008,0.11,UCAC4,,,,14.064,0.04,UCAC4,14.11,UCAC3,13.515,0.11,UCAC4,12.7673,0.0028,EDR3,12.016,0.32,UCAC4,11.5234,0.0039,EDR3,10.81,US-B1,9.792,0.018,9.252,0.015,8.961,0.022,AAA,2M,8.764,0.022,8.578,0.02,8.418,0.02,8.279,0.18,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,CAFOS,,,(Astralux),Gamma,,,1701602958196086528,14311348+7526423,156491690,3150.0,3250.0,4.0,5.0,False,,,False,False
J14310-122,Wolf 1478,-,553.1,217.752979681506,-12.2978696794983,14:31:01.16,-12:17:46.0,337.643880799882,43.761204570053,EDR3,M3.5 V,3.5,PMSU,3450.0,28.0,4.79,0.08,-0.15,0.07,Marf21,0.0125335,8.254e-05,Karmn,0.31337,0.00519,Karmn,0.3066,0.0108,Karmn,-408.104478732588,0.037082322,-398.694952530507,0.02983701,EDR3,91.8962371374594,0.035875946,EDR3,10.88183838,0.00424823,EDR3,-2.08470522608926,0.0250543382947175,Lafa20,1.4235469,EDR3,-8.03293,0.01786,-27.69278,0.01054,-6.25356,0.01832,Karmn,0.0794736955993469,0.0035502902724563,Wol17,LA,Karmn,,,YD,Karmn,<,2.0,,Rein18,,,,0.002,0.014,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.533,0.028,APASS9,12.1689,0.003,EDR3,12.663,0.005,PS1,11.906,0.006,TYC2,11.934,0.02,APASS9,11.647,UCAC4,11.246,0.008,PS1,10.6678,0.0028,EDR3,9.863,0.005,PS1,9.4677,0.0038,EDR3,9.257,Koe10,7.803,0.026,7.259,0.049,6.961,0.021,AAA,2M,6.807,0.057,6.569,0.025,6.547,0.018,6.423,0.057,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS+UVES,No,,0.0,,FEROS,,FastCam [WD15],Alpha,GTO,,6324308389531786112,14310120-1217451,297175954,3422.0,3478.0,4.71,4.87,True,../data/CARM_VIS_RVs/J14310-122.dat,,True,False
J14307-086,BD-07 3856,-,553,217.693106432881,-8.64739066537876,14:30:47.72,-08:38:46.8,340.339304305141,46.8823516257662,EDR3,M0.5 V,0.5,Gra03,4037.0,13.0,4.82,0.07,0.01,0.03,Marf21,0.0960121,0.0004884,Karmn,0.63343,0.00439,Karmn,0.644,0.014,Karmn,-1270.99092768413,0.019322453,-238.517085577637,0.016901923,EDR3,63.3625392505407,0.017119363,EDR3,15.78219579,0.00426405,EDR3,-22.475,0.0008,Sou18,1.0979886,EDR3,-70.00572,0.01704,-69.89204,0.01721,8.93411,0.01005,Karmn,0.6073173112864866,0.0023071246119573,Wol17,,,,,TD-D,Karmn,=,2.4,1.5,Rein18,,,,0.168,0.014,Sche19,,,,,,,,,,,,,,,,,,,,18.325,0.03,GALEX,,,,11.267,0.068,TYC2,10.788,0.01,UCAC4,9.6142,0.0033,EDR3,10.511,0.01,UCAC4,9.582,0.026,TYC2,9.736,0.06,UCAC4,9.53,UCAC4,9.272,0.01,UCAC4,8.7209,0.0028,EDR3,8.241,0.03,UCAC4,7.792,0.0038,EDR3,7.73,US-B1,6.616,0.021,6.007,0.044,5.769,0.021,AAA,2M,5.796,0.06,5.628,0.044,5.674,0.02,5.612,0.034,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,,,Alpha,GTO,,6328672145023976960,14304779-0838465,23741668,4024.0,4050.0,4.75,4.890000000000001,True,../data/CARM_VIS_RVs/J14307-086.dat,,True,False
J14306+597,LP 098-079,-,3855,217.650335793804,59.7242739296249,14:30:37.79,+59:43:24.9,102.247066503751,53.239079220493,EDR3,M6.5 V,6.5,Jen09,2700.0,50.0,5.5,0.5,0.0,,Cif20,0.0004995,4.543e-06,Cif20,0.10214,0.00381,Karmn,0.08373,0.00877,Karmn,-808.201789751334,0.0580857,157.396682546083,0.0530238,EDR3,100.310978672932,0.043694653,EDR3,9.96899854,0.00434242,EDR3,-7.0,4.0,New14,1.1306924,EDR3,-29.76275,0.50774,-25.50588,2.3396,5.16925,3.20449,Karmn,0.1488400014974647,0.0025517840781902,Wol17,,,,,YD,Karmn,=,18.7,1.5,Jen09,0.412525194470701,1.7980467e-05,Skr21,-3.35,,PMSU,,,,,,,,,,,,,,,,Flare?,Ger99,,,,,,20.946,0.071,SDSS9,,,,,,,18.148,0.0124,EDR3,18.859,0.009,SDSS9,,,,,,,,,17.125,0.004,SDSS9,14.8437,0.0028,EDR3,14.283,0.003,SDSS9,13.3511,0.0039,EDR3,12.46,US-B1,10.79,0.018,10.14,0.02,9.788,0.02,AAA,2M,9.542,0.022,9.341,0.02,9.098,0.024,9.015,0.339,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,(FastCam),Gamma,,,1618010323247026560,14303787+5943249,154383758,2650.0,2750.0,5.0,6.0,False,,,False,False
J14299+295,G 166-033,-,3853,217.496933441571,29.5652623820096,14:29:59.54,+29:34:02.5,45.1668163332658,68.221305098842,EDR3,M4.0 V,4.0,PMSU,3100.0,50.0,5.5,0.5,0.0,,Cif20,0.0084326,8.493e-05,Cif20,0.3184,0.0104,Karmn,0.3119,0.0144,Karmn,-228.040867007446,0.018189797,-470.342554943848,0.017447911,EDR3,38.2454069593315,0.016413992,EDR3,26.14693056,0.01122162,EDR3,-7.0,15.0,Haw96,1.240861,EDR3,20.60761,3.92365,-61.6834,3.94734,4.13707,13.92926,Karmn,0.1713684509532111,0.0089714998089208,Wol17,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.076,0.012,SDSS9,,,,16.379,0.05,UCAC4,14.9036,0.0032,EDR3,15.37,0.01,UCAC4,,,,14.68,0.01,UCAC4,14.527,UCAC3,14.09,0.01,UCAC4,13.1691,0.0028,EDR3,12.395,0.01,UCAC4,11.9098,0.0039,EDR3,11.19,US-B1,10.072,0.021,9.471,0.017,9.238,0.016,AAA,2M,9.05,0.023,8.889,0.02,8.704,0.024,8.359,0.205,AAAB,AllWISE,Single,,,,,,,,,,,,HARPS,No,,0.0,,,,,Gamma,,,1284379875033869952,14295956+2934028,157904829,3050.0,3150.0,5.0,6.0,False,,,False,False
J14294+155,Ross 130,-,552,217.368873481964,15.5384140383351,14:29:29.70,+15:31:57.5,10.9519760950912,64.4684373927146,EDR3,M2.0 V,2.0,PMSU,3660.0,17.0,4.75,0.09,-0.16,0.06,Marf21,0.0399283,0.0002754,Karmn,0.49697,0.00492,Karmn,0.5004,0.0125,Karmn,-1054.77578495077,0.024522474,1299.31320656768,0.018871402,EDR3,70.324874931265,0.021143159,EDR3,14.21971957,0.00427516,EDR3,7.849,0.0015,Sou18,1.2632816,EDR3,-97.94768,0.02164,20.09423,0.02429,52.82396,0.00995,Karmn,0.9054552635328348,0.0068785258692664,Wol17,,,,,TD,Karmn,<,2.0,,Rein18,43.5,1.5,SM18,0.048,0.01,Sche19,,,,,,,,,,,,,,,,,,,,19.996,0.084,GALEX,,,,12.455,0.164,TYC2,12.13,0.02,UCAC4,10.9065,0.003,EDR3,11.345,0.03,UCAC4,10.899,0.056,TYC2,10.72,0.06,UCAC4,10.264,UCAC4,10.145,0.02,UCAC4,9.7329,0.0028,EDR3,9.112,0.18,UCAC4,8.6512,0.0038,EDR3,9.24,US-B1,7.229,0.021,6.605,0.031,6.393,0.018,AAA,2M,6.255,0.088,6.112,0.035,6.122,0.015,6.025,0.042,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+SOPHIE,No,,0.0,,CAFE FEROS,,FastCam [WD15],Alpha,GTO,,1229089524081628416,14292971+1531578,450352108,3643.0,3677.0,4.66,4.84,True,../data/CARM_VIS_RVs/J14294+155.dat,,True,False
J14283+053,LP 560-027,A,,217.087997716194,5.31675969859378,14:28:21.52,+05:19:01.3,353.874804423716,58.2502886971944,EDR3,M3.0 V,3.0,Lep13,3300.0,50.0,5.5,0.5,0.0,,Cif20,0.0179479,0.0007159,Cif20,0.4099,0.0149,Karmn,0.4084,0.0188,Karmn,-373.085398281846,0.03894336,-60.1780140882782,0.028092425,EDR3,52.7289780475955,0.032625284,EDR3,18.96490387,0.01173426,EDR3,-10.68,0.09,Jeff18,1.2256545,EDR3,-24.95503,0.04917,-25.38395,0.01498,1.11997,0.07693,Karmn,0.057388595830159,0.0017246544685767,Wol17,,,,,YD,Karmn,<,3.0,,Jeff18,,,,0.21,0.06,Sche15,,,,,,,,,,,,,,,,,,23.213,0.403,21.858,0.123,GALEX,16.058,0.007,SDSS9,,,,14.079,0.03,UCAC4,12.7689,0.0033,EDR3,13.244,0.06,UCAC4,,,,12.538,0.02,UCAC4,12.285,UCAC3,11.954,0.01,UCAC4,11.3887,0.0029,EDR3,10.862,0.49,UCAC4,10.2337,0.0039,EDR3,9.9,US-B1,8.724,0.032,8.075,0.036,7.843,0.021,AAA,2M,7.669,0.025,7.548,0.02,7.476,0.017,7.361,0.105,AAAA,AllWISE,Wide,LDS961,60.20,,,J14282+053,,,,,,,HARPS,No,,0.0,,CAFE FEROS,,FastCam,Beta,,,3669916380381791104,14282151+0519014,402202947,3250.0,3350.0,5.0,6.0,False,,,False,False
J14282+053,LP 560-026,B,,217.071572460826,5.31243130716067,14:28:17.58,+05:18:45.8,353.846714347533,58.2585212075121,EDR3,M3.5 V,3.5,Lep13,3200.0,50.0,5.5,0.5,0.0,,Cif20,0.0134875,0.0006024,Cif20,0.3778,0.0145,Karmn,0.3747,0.0183,Karmn,-372.564115483104,0.07275656,-65.3594211451626,0.055929802,EDR3,52.6615819886523,0.06929945,EDR3,18.98917507,0.0249886,EDR3,,,,3.094963,EDR3,-18.3,,-24.5,,,,Lep13,0.0563465791574236,0.0023752102958515,Wol17,,,,,,,,,,,,,,-0.63,,Lep13,,,,,,,,,,,,,,,,,,,,22.2,0.378,GALEX,16.752,0.008,SDSS9,,,,14.793,0.04,UCAC4,13.3862,0.0035,EDR3,13.879,0.04,UCAC4,,,,13.152,0.02,UCAC4,12.981,UCAC3,12.554,0.03,UCAC4,11.8092,0.0029,EDR3,11.231,0.49,UCAC4,10.5913,0.0039,EDR3,10.22,US-B1,8.932,0.024,8.401,0.078,8.082,0.026,AAA,2M,7.872,0.023,7.703,0.02,7.603,0.019,7.549,0.145,AAAB,AllWISE,Wide,LDS961,60.20,,,J14283+053,,,,,,,HARPS,No,,0.0,,,,,Gamma,,,3669916071144145920,14281757+0518458,402202943,3150.0,3250.0,5.0,6.0,False,,,False,False
J14280+139,LP 500-035,-,,217.015641573822,13.9348335665642,14:28:04.16,+13:56:13.3,7.42730564195262,63.8919216964357,EDR3,M7.5 V,7.5,Lep09,2700.0,50.0,5.0,0.5,0.0,,Cif20,0.0008018,8.061e-06,Cif20,0.1294,0.00484,Karmn,0.1125,0.00941,Karmn,-365.414501523258,0.059060827,-495.513248903461,0.055661373,EDR3,75.587670827904,0.05800115,EDR3,13.22967078,0.0101516,EDR3,-26.0,4.0,New14,1.1633328,EDR3,-7.71374,1.74558,-39.91547,0.22876,-22.67507,3.59187,Karmn,0.1029446423608919,0.0052487184509627,Wol17,,,,,D,Karmn,,,,,,,,-0.76,0.73,West15,,,,,,,,,,,,,,,,,,,,,,,21.602,0.146,SDSS9,,,,,,,17.8282,0.011,EDR3,18.504,0.008,SDSS9,,,,,,,,,16.883,0.004,SDSS9,14.8963,0.0029,EDR3,14.315,0.003,SDSS9,13.438,0.0041,EDR3,12.58,US-B1,11.014,0.021,10.39,0.015,10.026,0.02,AAA,2M,9.814,0.023,9.605,0.02,9.363,0.032,9.274,0.518,AAAC,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,1227705135863076864,14280419+1356137,141286665,2650.0,2750.0,4.5,5.5,False,,,False,False
J14279-003S,GJ 1183A,A,1183A,216.982037087605,-0.375130114397393,14:27:56.07,-00:22:31.1,347.014534970427,54.0242382984136,EDR3,M4.5 V,4.5,PMSU,3100.0,50.0,5.0,0.5,0.0,,Cif20,0.0075903,9.818e-05,Cif20,0.30204,0.00994,Karmn,0.2947,0.0139,Karmn,-361.152087756778,0.04045872,41.6985695115717,0.02949909,EDR3,57.0067346744479,0.03169377,EDR3,17.54178705,0.00975263,EDR3,2.0,9.0,Terr15,1.5098342,EDR3,-20.48204,5.15197,-17.27517,1.18792,14.14226,7.28329,Karmn,0.0422108226264815,0.0019700832543826,Wol17,,,,,YD,Karmn,,,,,,,,-12.42,,PMSU,,,,J142757.3-002230,0.131,0.0217,-0.16,0.16,0.0,0.24,9.78,1.62,0.0101406885529997,3.31,1RXS,Flare?,Ger99,20.69,0.279,19.164,0.1,GALEX,17.259,0.009,SDSS9,,,,,,,14.2671,0.006,EDR3,14.622,0.004,PS1,,,,,,,13.941,UCAC3,13.403,0.003,PS1,12.4584,0.003,EDR3,11.854,0.001,PS1,11.1722,0.0045,EDR3,10.23,US-B1,9.305,0.026,8.7,0.038,8.403,0.021,AAA,2M,8.236,0.026,8.053,0.023,7.926,0.021,7.736,0.162,AAAB,AllWISE,Wide,GIC120,13032,7,CC16,J14279-003N,,,,,,,,No,,0.0,,,,FastCam,Gamma,,,3652910371473481344,14275607-0022310,287975572,3050.0,3150.0,4.5,5.5,False,,,False,False
J14279-003N,GJ 1183B,B,1183B,216.983384402343,-0.371757925383386,14:27:56.40,-00:22:19.2,347.019890502039,54.0260520012931,EDR3,M4.5 V,4.5,PMSU,3000.0,50.0,4.5,0.5,0.0,,Cif20,0.007742,0.000101,Cif20,0.3257,0.0111,Karmn,0.32,0.015,Karmn,-363.165249868964,0.040390264,52.5444486213009,0.02951295,EDR3,57.0329922430498,0.03195074,EDR3,17.53371094,0.00982265,EDR3,-5.0,5.0,Terr15,1.5238237,EDR3,-25.02286,2.86217,-15.78036,0.65973,8.94873,4.04637,Karmn,0.0429208733757447,0.0019260306201025,Wol17,,,,,YD,Karmn,,,,,,,,-6.22,,PMSU,,,,,,,,,,,,,,,,Flare?,Ger99,20.398,0.234,19.47,0.117,GALEX,17.372,0.009,SDSS9,,,,,,,14.3252,0.0039,EDR3,15.103,0.004,SDSS9,,,,,,,14.037,UCAC3,13.747,0.008,SDSS9,12.5022,0.003,EDR3,11.986,0.001,SDSS9,11.215,0.0041,EDR3,10.54,US-B1,9.345,0.026,8.761,0.036,8.461,0.042,AAA,2M,8.232,0.023,8.006,0.02,7.867,0.018,7.433,0.1,AAAA,AllWISE,Wide,GIC120,13032,7,CC16,J14279-003S,,,,,,,,No,,0.0,,,,FastCam,Gamma,,,3652910405833716864,14275640-0022191,287975570,2950.0,3050.0,4.0,5.0,False,,,False,False
J14269+241,LSPM J1426+2408,-,,216.744301240814,24.1491415459619,14:26:58.82,+24:08:57.0,30.3996791225587,68.2951644633618,EDR3,M1.0 V,1.0,Lep13,3700.0,50.0,5.0,0.5,0.0,,Cif20,0.0515415,0.0007258,Cif20,0.5525,0.0154,Karmn,0.559,0.0203,Karmn,-160.162686840412,0.022775723,-4.23723442253563,0.023910591,EDR3,29.3053590586613,0.027338963,EDR3,34.12345155,0.03183376,EDR3,-14.7164528727855,0.459132958071664,EDR3,1.3619213,EDR3,-21.51517,0.14739,-20.15112,0.08744,-4.39359,0.42667,Karmn,0.0201080959782806,0.0003561980413786795,Wol17,LA/IC,Karmn,,,YD,Karmn,,,,,,,,-0.21,,Lep13,,,,,,,,,,,,,,,,,,,,20.379,0.2,GALEX,15.866,0.007,SDSS9,,,,13.538,0.01,UCAC4,12.2779,0.003,EDR3,12.752,0.01,UCAC4,,,,12.032,0.01,UCAC4,11.683,UCAC3,11.417,0.04,UCAC4,11.227,0.0028,EDR3,10.652,0.001,SDSS9,10.2107,0.0038,EDR3,10.03,US-B1,8.908,0.021,8.278,0.042,8.07,0.016,AAA,2M,7.919,0.025,7.921,0.02,7.804,0.018,7.678,0.124,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,1254789096552470400,14265881+2408568,310095510,3650.0,3750.0,4.5,5.5,False,,,False,False
J14259+142,StKM 1-1155,-,,216.482780813927,14.2026744654193,14:25:55.93,+14:12:10.1,7.26999418329631,64.4700278819107,EDR3,M0.0 V,0.0,Lep13,3500.0,50.0,4.5,0.5,0.0,,Cif20,1.88172,0.04826,Cif20,,,,,,,-59.6153508061303,0.024261212,-30.3504807345556,0.01795761,EDR3,6.33232412705122,0.018665386,EDR3,157.91990112,0.46549037,EDR3,-61.28,0.86,Schn19,1.2726213,EDR3,-42.28575,0.38054,-49.60936,0.11116,-44.87808,0.77765,Karmn,0.0147165566883579,0.0010620650211336,Wol17,bet Pic,Schl12a,bet Pic,Schl12a,D,Karmn,,,,,4.3429,0.0003,Berh10,-3.01,,Lep13,,,,J142555.6+141148,0.397,0.0793,0.21,0.19,-0.09,0.24,37.41,7.47,0.0133608353680013,4.92,1RXS,,,,,,,,15.267,0.007,SDSS9,12.424,0.133,TYC2,12.636,0.11,UCAC4,11.74,0.0301,EDR3,11.837,0.001,SDSS9,11.174,0.059,TYC2,11.362,0.1,UCAC4,10.625,UCAC3,10.664,0.001,SDSS9,10.9155,0.0086,EDR3,10.148,0.001,SDSS9,9.9749,0.0219,EDR3,9.91,US-B1,8.147,0.024,7.519,0.033,7.286,0.026,AAA,2M,7.233,0.036,7.197,0.019,7.052,0.017,6.892,0.067,AAAA,AllWISE,Single,,,,,,,,,,,,HARPS,No,,0.0,,,,,Gamma,,,1227780314970612864,14255593+1412101,171774486,3450.0,3550.0,4.0,5.0,False,,,False,False
J14257+236W,BD+24 2733A,A,548A,216.434989791125,23.6121188824204,14:25:43.47,+23:37:01.5,28.8027323496254,68.4430499366605,EDR3,M0.0 V,0.0,PMSU,3985.0,13.0,4.89,0.08,0.07,0.04,Marf21,0.0832883,0.0005529,Karmn,0.60546,0.00443,Karmn,0.6149,0.0136,Karmn,792.551519140182,0.014187121,-1116.4045896216,0.016303794,EDR3,61.2363739599362,0.019834802,EDR3,16.33016352,0.00528943,EDR3,8.88168449179158,0.0180091054985756,Lafa20,1.0081825,EDR3,101.7753,0.02372,-22.23441,0.02461,-21.43914,0.01836,Karmn,0.7025740563001278,0.0162558623876731,Wol17,,,,,D,Karmn,<,2.0,,Rein18,111.0,12.0,DA19,0.0,,Sche19,,,,,,,,,,,,,,,,,,,,18.587,0.039,GALEX,15.635,0.01,SDSS9,11.68,0.079,TYC2,11.173,0.01,UCAC4,9.9579,0.003,EDR3,10.378,0.001,PS1,9.867,0.03,TYC2,9.701,0.01,UCAC4,9.138,UCAC3,9.119,0.0,CMC15,9.006,0.0028,EDR3,8.545,0.001,SDSS9,8.0405,0.0039,EDR3,8.0,US-B1,6.769,0.023,6.162,0.038,5.973,0.016,AAA,2M,5.904,0.124,5.822,0.045,5.862,0.016,5.763,0.04,BAAA,AllWISE,Wide,BU1442,45.40,,,J14257+236E,M0.5V,,,,,,CARMENES,No,,0.0,,CAFEbis,,FastCam,Alpha,GTO,,1254695603704323712,14254349+2337010,298434280,3972.0,3998.0,4.81,4.97,True,../data/CARM_VIS_RVs/J14257+236W.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J14257+236W/J14257+236W_TESS_TIC298434280_S23.fits,True,True
J14257+236E,BD+24 2733B,B,548B,216.448233225872,23.6155018151411,14:25:46.65,+23:37:13.7,28.8198321642012,68.4321322188943,EDR3,M0.5 V,0.5,PMSU,3933.0,12.0,4.71,0.11,0.09,0.04,Marf21,0.074802,0.0004036,Karmn,0.58906,0.00393,Karmn,0.5976,0.0133,Karmn,793.441745667823,0.014069056,-1118.9113502402,0.015611083,EDR3,61.2004500662272,0.019377925,EDR3,16.33974912,0.00517366,EDR3,7.95958383874039,0.0180074958380675,Lafa20,1.0109285,EDR3,101.71248,0.02327,-22.50052,0.02413,-22.36665,0.0183,Karmn,0.6947663792933406,0.0197927446709456,Wol17,,,,,TD-D,Karmn,<,2.0,,Rein18,17.6,0.5,DA19,0.032,0.008,Sche19,,,,J142545.2+233721,0.0454,0.0122,-0.12,0.26,-0.27,0.35,3.48,0.94,0.0003878952037875987,0.21,1RXS*,,,21.715,0.447,18.879,0.045,GALEX,15.336,0.008,SDSS9,11.802,0.086,TYC2,11.376,0.063,APASS9,10.2073,0.0029,EDR3,11.072,0.001,PS1,10.207,0.038,TYC2,9.921,0.02,UCAC4,9.423,UCAC3,9.369,0.01,CMC15,9.2048,0.0028,EDR3,8.766,0.001,PS1,8.2115,0.0038,EDR3,8.46,US-B1,6.889,0.021,6.302,0.046,6.091,0.016,AAA,2M,6.064,0.058,5.924,0.025,5.944,0.015,5.833,0.04,AAAA,AllWISE,Wide,BU1442,45.40,,,J14257+236W,M0.0V,,,,,,CARMENES,No,,0.0,,CAFE FEROS,,FastCam,Alpha,GTO,,1254694882149817728,14254667+2337133,298434278,3921.0,3945.0,4.6,4.82,True,../data/CARM_VIS_RVs/J14257+236E.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J14257+236E/J14257+236E_TESS_TIC298434278_S23.fits,True,True
J14255-118,2MASS J14253413-1148515,-,,216.390806348917,-11.814318747692,14:25:34.12,-11:48:51.5,336.387214471033,44.8565727910594,EDR3,M4.0 V,4.0,AF15a,3200.0,50.0,5.5,0.5,0.0,,Cif20,0.0273414,0.0006455,Cif20,0.538,0.018,Karmn,0.5436,0.0224,Karmn,-296.765351029493,0.07779045,-5.57215347108272,0.06401059,EDR3,31.291923011752,0.086555414,EDR3,31.95712835,0.08839541,EDR3,,,,3.4575183,EDR3,,,,,,,,0.0346307605213494,0.0015332459069263,Wol17,,,,,,,,,,,,,,-2.0,0.4,AF15a,,,,,,,,,,,,,,,,Flare,Mond19,,,20.792,0.239,GALEX,,,,,,,15.08,0.028,APASS9,13.7828,0.005,EDR3,14.204,0.02,UCAC4,,,,13.512,0.029,APASS9,13.498,UCAC3,12.903,0.01,UCAC4,12.2367,0.0029,EDR3,11.45,0.01,UCAC4,11.0253,0.004,EDR3,10.48,US-B1,9.353,0.023,8.702,0.044,8.391,0.023,AAA,2M,8.263,0.023,8.137,0.02,7.999,0.019,7.906,0.179,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,CAFOS,,,,Gamma,,,6327575515318207104,14253413-1148515,6236083,3150.0,3250.0,5.0,6.0,False,,,False,False
J14251+518,tet Boo B,B,549B,216.296528997031,51.8296217908783,14:25:11.58,+51:49:53.1,93.805084576616,59.6687989066253,EDR3,M2.5 V,2.5,AF15a,3551.0,22.0,4.9,0.1,-0.14,0.06,Marf21,0.0224446,0.0001065,Karmn,0.39583,0.00499,Karmn,0.3936,0.0114,Karmn,-239.503525178992,0.033761088,-403.994217735961,0.03302467,EDR3,68.81207229566,0.032209482,EDR3,14.53233374,0.00680228,EDR3,-10.3800131532182,0.0250108569439847,Lafa20,1.1535584,EDR3,9.87231,0.01122,-31.77094,0.01558,6.90622,0.02229,Karmn,0.0716814467691163,0.0001514877438687737,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.01,0.008,Sche19,,,,,,,,,,,,,,,,,,,,,,,15.062,0.005,SDSS9,,,,13.044,0.04,UCAC4,11.7793,0.0031,EDR3,12.248,0.06,UCAC4,,,,11.458,0.05,UCAC4,11.177,UCAC4,10.843,0.07,UCAC4,10.4982,0.0028,EDR3,9.726,0.06,UCAC4,9.3729,0.0038,EDR3,,,7.883,0.02,7.276,0.02,7.055,0.031,AAA,2M,6.807,0.034,6.733,0.021,6.69,0.016,6.529,0.05,AAAA,AllWISE,Wide,STT580,69.50,0.10,Dor11,tet Boo A,F7.0 V,,,,,,CARMENES,No,,0.0,CAFOS,CAFE,,FastCam [AstraLux Rid15],Alpha,GTO,,1604859408265509632,14251160+5149535,441709023,3529.0,3573.0,4.800000000000001,5.0,True,../data/CARM_VIS_RVs/J14251+518.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J14251+518/J14251+518_TESS_TIC441709023_S16.fits,True,True
